"atopid","year","mean.s.sc","low.s.sc","mean.pi.sc","low.pi.sc","mean.kap.sc","low.kap.sc"
1120,1847,0.97368422,0.94736844,0.936981765,0.87396353,0.9370861,0.8741722
1125,1847,0.36842105,0.36842105,0.050000034,0.050000034,0.17391303,0.17391303
1125,1848,0.3846154,0.3846154,0.056451626,0.056451626,0.17605631,0.17605631
1125,1849,0.4871795,0.4871795,0.12946431,0.12946431,0.21686748,0.21686748
1125,1850,0.4871795,0.4871795,0.12946431,0.12946431,0.21686748,0.21686748
1125,1851,0.45,0.45,0.0974359,0.0974359,0.19708028,0.19708028
1125,1852,0.45,0.45,0.0974359,0.0974359,0.19708028,0.19708028
1125,1853,0.45,0.45,0.0974359,0.0974359,0.19708028,0.19708028
1125,1854,0.36585367,0.36585367,0.03529412,0.03529412,0.16326533,0.16326533
1125,1855,0.39534885,0.39534885,0.046888325,0.046888325,0.16691507,0.16691507
1125,1856,0.39534885,0.39534885,0.046888325,0.046888325,0.16691507,0.16691507
1125,1857,0.44186047,0.44186047,0.078571394,0.078571394,0.18354432,0.18354432
1125,1858,0.44186047,0.44186047,0.078571394,0.078571394,0.18354432,0.18354432
1125,1859,0.45454547,0.45454547,0.08333333,0.08333333,0.1851852,0.1851852
1130,1848,NA,NA,NA,NA,NA,NA
1130,1849,NA,NA,NA,NA,NA,NA
1130,1850,NA,NA,NA,NA,NA,NA
1130,1851,0.45,0.45,0.0974359,0.0974359,0.19708028,0.19708028
1130,1852,0.45,0.45,0.0974359,0.0974359,0.19708028,0.19708028
1130,1853,0.45,0.45,0.0974359,0.0974359,0.19708028,0.19708028
1130,1854,0.36585367,0.36585367,0.03529412,0.03529412,0.16326533,0.16326533
1130,1855,0.39534885,0.39534885,0.046888325,0.046888325,0.16691507,0.16691507
1130,1856,0.39534885,0.39534885,0.046888325,0.046888325,0.16691507,0.16691507
1130,1857,0.44186047,0.44186047,0.078571394,0.078571394,0.18354432,0.18354432
1130,1858,0.44186047,0.44186047,0.078571394,0.078571394,0.18354432,0.18354432
1130,1859,0.45454547,0.45454547,0.08333333,0.08333333,0.1851852,0.1851852
1135,1849,0.965811966666667,0.94871795,0.956558066666667,0.9348371,0.956594306666667,0.93489146
1140,1850,0.931623933333333,0.8974359,0.9155844,0.8733766,0.9158576,0.8737864
1145,1851,0.9,0.9,0.88095236,0.88095236,0.88130563,0.88130563
1145,1852,0.9,0.9,0.88095236,0.88095236,0.88130563,0.88130563
1145,1853,0.9,0.9,0.88095236,0.88095236,0.88130563,0.88130563
1145,1854,0.75609756,0.75609756,0.7122807,0.7122807,0.71724135,0.71724135
1150,1851,NA,NA,NA,NA,NA,NA
1155,1851,NA,NA,NA,NA,NA,NA
